Name,Type,Grade,Rating,Location,,,,,,,
Bittersweet,"Rock, Sport",5.13a,3.5,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Donkey Kong,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
Super Mario,"Rock, Sport",5.13a,3.5,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
Zelda,"Rock, Sport",5.13a,2.5,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
Ruchert Motion,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
Whammy,"Rock, Sport",5.13a,2,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Fat Cat,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>bridge area>The Pinnacle,,,,,,,
A Pocket Leaps Now,"Rock, Sport",5.13a,1,west virginia>the new river gorge>new river gorge proper>bubba city>Ames Wall,,,,,,,
Logotherapy,"Rock, Sport",5.13a,2,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
Mind's Eye,"Rock, Sport",5.13a,1,west virginia>the new river gorge>new river gorge proper>bubba city>Central Bubba,,,,,,,
Pulling on Porcelain,"Rock, Sport",5.13a,2,west virginia>the new river gorge>new river gorge proper>endless wall>H) Hellbound Area,,,,,,,
Quinsana Plus,"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Black Rider (aka Pocket Route),"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Bloodshot,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Dial 911,"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Dissonance,"Rock, Sport",5.13a,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Silent but Deadly,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Titan's Dice,"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>endless wall>L) Dr. Ruth's Big Buttress,,,,,,,
"Mechanical Bull, The","Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>endless wall>P) Jacob's Ladder Area,,,,,,,
Skylore Engine,"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
My Stinking Brain,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>fern buttress>2) Monolith Wall,,,,,,,
Trouble in Paradise,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>kaymoor>Rico Suave Buttress,,,,,,,
Blood Raid,"Rock, Sport",5.13a,3.5,west virginia>the new river gorge>new river gorge proper>kaymoor>The Glory Hole,,,,,,,
Massacre,"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>kaymoor>The Glory Hole,,,,,,,
Skull Fuck Direct Finish,"Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>kaymoor>The Glory Hole,,,,,,,
Heaven Cent,"Rock, Sport",5.13a,4,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
Killing Fields,"Rock, Sport",5.13a,1,west virginia>the new river gorge>new river gorge proper>South Nuttall,,,,,,,
"Original Crankster, The","Rock, Sport",5.13a,3,west virginia>the new river gorge>new river gorge proper>Sunshine Buttress,,,,,,,
Kirkules,"Rock, Sport",5.13a,4,west virginia>the new river gorge>summersville and gauley river>Long Point,,,,,,,
Black Panther,"Rock, Sport",5.13a,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Pirate's Cove,,,,,,,
Apollo Reed,"Rock, Sport",5.13a,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
"Sweetest Taboo, The","Rock, Sport",5.13a/b,3,west virginia>the new river gorge>new river gorge proper>endless wall>B) Party Buttress,,,,,,,
Pro-Vision,"Rock, Sport",5.13a/b,1,west virginia>the new river gorge>summersville and gauley river>summersville lake main>DC Memorial Boulder,,,,,,,
"Mercy Seat, The","Rock, Sport",5.13a/b,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
Freshly Squeezed,"Rock, Sport",5.13b,4,west virginia>the new river gorge>meadow river gorge>lower meadow>Sunkist Wall,,,,,,,
Cock Diesel,"Rock, Sport",5.13b,2.5,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
Crossing the Line,"Rock, Sport",5.13b,3,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Krag Kommander,"Rock, Sport",5.13b,3,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
SR71,"Rock, Sport",5.13b,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>The Other Place,,,,,,,
Typical Situation,"Rock, Sport",5.13b,3,west virginia>the new river gorge>meadow river gorge>upper meadow>1. First Buttress,,,,,,,
Tubin' Dudes,"Rock, Sport",5.13b,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
Climax Control,"Rock, Sport",5.13b,2,west virginia>the new river gorge>new river gorge proper>beauty mountain>3) The Brain,,,,,,,
"Sportster, The","Rock, Sport",5.13b,4,west virginia>the new river gorge>new river gorge proper>beauty mountain>5) Burning Buttress,,,,,,,
Villain's Course,"Rock, Sport",5.13b,2,west virginia>the new river gorge>new river gorge proper>endless wall>E) Kaymoor Slabs,,,,,,,
Get Thee Behind Me Satan,"Rock, Sport",5.13b,3,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
"Racist, The","Rock, Sport",5.13b,4,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Baby Trebuchet,"Rock, Sport",5.13b,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
"Canadian (variation), The","Rock, Sport",5.13b,2,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Xanth,"Rock, Sport",5.13b,2,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Just Send It,"Rock, Sport",5.13b,4,west virginia>the new river gorge>new river gorge proper>fern buttress>4) Just Send It Wall,,,,,,,
Nude Brute,"Rock, Sport",5.13b,3,west virginia>the new river gorge>new river gorge proper>kaymoor>Rico Suave Buttress,,,,,,,
Fuel Injector,"Rock, Sport",5.13b,4,west virginia>the new river gorge>new river gorge proper>kaymoor>Seven Eleven Wall,,,,,,,
Against the Grain,"Rock, Sport",5.13b,2,west virginia>the new river gorge>new river gorge proper>kaymoor>The Glory Hole,,,,,,,
Bloody Mushroom Stamp,"Rock, Sport",5.13b,3,west virginia>the new river gorge>new river gorge proper>kaymoor>The Glory Hole,,,,,,,
White Lightning,"Rock, Sport",5.13b,3.5,west virginia>the new river gorge>new river gorge proper>kaymoor>White Wall,,,,,,,
Skinny Legs,"Rock, Sport",5.13b,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>DC Memorial Boulder,,,,,,,
Suicide Blonde,"Rock, Sport",5.13b,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Narcissus Cave,,,,,,,
Pod,"Rock, Sport",5.13b,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
Silence (aka Revelation of Doom),"Rock, Sport",5.13b/c,4,west virginia>bozoo>07. Necro Wall,,,,,,,
Ride The Lightning,"Rock, Sport",5.13b/c,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
BC,"Rock, Sport",5.13b/c,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
"Project, The","Rock, Sport",5.13c,4,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
One for the Gipper,"Rock, Sport",5.13c,4,west virginia>the new river gorge>meadow river gorge>south side crags>The Brilliant Pebble,,,,,,,
Leap of Faith,"Rock, Sport",5.13c,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>1) Super Mario Boulder,,,,,,,
"Travisty, The","Rock, Sport",5.13c,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>3) The Brain,,,,,,,
"Rheesist, The","Rock, Sport",5.13c,3,west virginia>the new river gorge>new river gorge proper>Cotton Top,,,,,,,
Satanic Verses,"Rock, Sport",5.13c,4,west virginia>the new river gorge>new river gorge proper>endless wall>I) Honeymooner's Area,,,,,,,
Leather Nun,"Rock, Sport",5.13c,3,west virginia>the new river gorge>new river gorge proper>kaymoor>First Buttress,,,,,,,
In the Flat Field,"Rock, Sport",5.13c,3.5,west virginia>the new river gorge>new river gorge proper>kaymoor>The Glory Hole,,,,,,,
Whores in Church,"Rock, Sport",5.13c,3,west virginia>the new river gorge>new river gorge proper>Sunshine Buttress,,,,,,,
Deep Throat,"Rock, Sport",5.13c,3,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Narcissus Cave,,,,,,,
Cartography of Spirit,"Rock, Sport",5.13d,4,west virginia>smoke hole canyon>Long Branch Wall,,,,,,,
Trident,"Rock, Sport",5.13d,2,west virginia>the new river gorge>meadow river gorge>lower meadow>Toxic Hueco Area,,,,,,,
Natural Progression,"Rock, Sport",5.13d,2.5,west virginia>the new river gorge>meadow river gorge>south side crags>Area 51,,,,,,,
Freedom Tree,"Rock, Sport",5.13d,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Metz Hill Parking,"Rock, Sport",5.13d,2,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
Mango Tango,"Rock, Sport",5.14a,4,west virginia>the new river gorge>meadow river gorge>lower meadow>Greatest Show Area,,,,,,,
Mono Loco,"Rock, Sport",5.14a,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>3) The Brain,,,,,,,
Super Whiny Bugs,"Rock, Sport",5.14a,3,west virginia>the new river gorge>new river gorge proper>beauty mountain>3) The Brain,,,,,,,
"Crouch, The","Rock, Sport",5.14a,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Lord Voldemort,"Rock, Sport",5.14a,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Proper Soul,"Rock, Sport",5.14a,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Trebuchet,"Rock, Sport",5.14b,4,west virginia>the new river gorge>new river gorge proper>endless wall>R) The Cirque,,,,,,,
Journeyman,"Rock, Sport",5.14b,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
Still Life,"Rock, Sport",5.14b,4,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
Super Pod,"Rock, Sport",5.14d,1,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Coliseum,,,,,,,
Superman,"Rock, Sport",5.7+,3,west virginia>Reeds Creek,,,,,,,
Ugly Duckling,"Rock, Sport",5.7+,1,west virginia>smoke hole canyon>Entrance Walls.,,,,,,,
Bio-Slab,"Rock, Sport",5.7+,1.5,west virginia>the new river gorge>new river gorge proper>Cotton Top,,,,,,,
I'm Lichen It,"Rock, Sport",5.8-,3.5,west virginia>the new river gorge>meadow river gorge>upper meadow>3. Second Buttress,,,,,,,
That Eight,"Rock, Sport",5.8-,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Narcissus Cave,,,,,,,
Horse With No Name,"Rock, Sport",5.8+,2,west virginia>Reeds Creek,,,,,,,
Colors Of The Fall,"Rock, Sport",5.8+,1,west virginia>smoke hole canyon>Entrance Walls.,,,,,,,
Jack In The Pulpit,"Rock, Sport",5.8+,2.5,west virginia>smoke hole canyon>Entrance Walls.,,,,,,,
Robin,"Rock, Sport",5.8+,1.5,west virginia>the new river gorge>new river gorge proper>beauty mountain>2) Garbage Wall,,,,,,,
Cerveza Verde,"Rock, Sport",5.8+,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Beer Wall,,,,,,,
Gypsies,"Rock, Sport",5.9-,3,west virginia>Reeds Creek,,,,,,,
Beer Wench,"Rock, Sport",5.9-,2,west virginia>the new river gorge>new river gorge proper>bubba city>Beer Wall,,,,,,,
Raised by Sasquatch,"Rock, Sport",5.9+,2.5,west virginia>franklin gorge>main wall>Contact Zone,,,,,,,
Anchors Away,"Rock, Sport",5.9+,3,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
"Blood, Sweat and Chalk","Rock, Sport",5.9+,3.5,west virginia>franklin gorge>main wall>Impact Zone,,,,,,,
Unnamed RB 2,"Rock, Sport",5.9+,2.5,west virginia>franklin gorge>Riverbend,,,,,,,
Block Magic,"Rock, Sport",5.9+,2,west virginia>Reeds Creek,,,,,,,
Sweet Leaf,"Rock, Sport",5.9+,2,west virginia>smoke hole canyon>Entrance Walls.,,,,,,,
Nasty Wieners,"Rock, Sport",5.9+,2.5,west virginia>the new river gorge>meadow river gorge>upper meadow>0. Zero Buttress,,,,,,,
Lieutenant Tomek,"Rock, Sport",5.9+,2,west virginia>the new river gorge>meadow river gorge>upper meadow>4. Third Buttress,,,,,,,
Casper Says Boo,"Rock, Sport",5.9+,2,west virginia>the new river gorge>new river gorge proper>bubba city>Rainbow Ledge Area,,,,,,,
Celtic Sun,"Rock, Sport",5.9+,1.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Crescendo,"Rock, Sport",5.9+,2.5,west virginia>the new river gorge>new river gorge proper>bubba city>Sandstonia,,,,,,,
Flight of the Gumby,"Rock, Sport",5.9+,3.5,west virginia>the new river gorge>new river gorge proper>kaymoor>Butcher's Branch,,,,,,,
Camiara,"Rock, Sport",5.9+,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Narcissus Cave,,,,,,,
Chunko Goes Bowling,"Rock, Sport",5.9+,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Orange Oswald Wall,,,,,,,
Fabulous Groupies,"Rock, Sport",5.9+,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>Orange Oswald Wall,,,,,,,
Menace Alert,"Rock, Sport",5.9+,2.5,west virginia>the new river gorge>summersville and gauley river>summersville lake main>The Long Wall,,,,,,,
"Ching, Chang, Chong","Rock, Sport",5.9+,2,west virginia>the new river gorge>summersville and gauley river>Whippoorwill,,,,,,,
Vulcan Block,"Rock, Sport, Aid",5.12c,3.5,west virginia>the new river gorge>new river gorge proper>endless wall>J) Snake Buttress,,,,,,,
Lightning,"Rock, Sport, Toprope",5.1,2.5,west virginia>north bend state park>Big Easy Cliffs,,,,,,,
Number 1,"Rock, Sport, Toprope",5.5,1.5,west virginia>north bend state park>Sunshine Wall,,,,,,,
Number 2,"Rock, Sport, Toprope",5.6,1.5,west virginia>north bend state park>Sunshine Wall,,,,,,,
Number 4,"Rock, Sport, Toprope",5.6,1.5,west virginia>north bend state park>Sunshine Wall,,,,,,,
Number 5 & 6,"Rock, Sport, Toprope",5.6,1.5,west virginia>north bend state park>Sunshine Wall,,,,,,,
Number 3,"Rock, Sport, Toprope",5.7,1.5,west virginia>north bend state park>Sunshine Wall,,,,,,,
George of the Gorge,"Rock, Sport, Toprope",5.9,2.5,west virginia>the new river gorge>new river gorge proper>endless wall>A) Fern Point,,,,,,,
Nubbin Drubbin,"Rock, Sport, Toprope",5.10a/b,2.5,"west virginia>seneca rocks>North Peak, East Face",,,,,,,
China Crisis,"Rock, Sport, Toprope",5.11a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Put A Wiggle In Your Stride,"Rock, Sport, Toprope",5.12a,1.5,west virginia>seneca rocks>south peak east face>Upper Broadway,,,,,,,
Eight Ball in the Side Pocket,"Rock, Sport, Toprope",5.12a,3,west virginia>the new river gorge>new river gorge proper>bubba city>Bubba Buttress,,,,,,,
Dr. No,"Rock, Sport, Toprope",5.12b/c,2,west virginia>bozoo>06. Bond Wall,,,,,,,
Dreams of White Horsts,"Rock, Sport, Toprope",5.12c/d,3,west virginia>the new river gorge>new river gorge proper>bubba city>Head Wall,,,,,,,
Locked on Target,"Rock, Sport, Toprope",5.13a,3,west virginia>the new river gorge>new river gorge proper>bridge area>Bridge Buttress,,,,,,,
Diamond Life,"Rock, Sport, Toprope",5.13a,3.5,west virginia>the new river gorge>new river gorge proper>bubba city>Central Bubba,,,,,,,
'Bout Time,"Rock, Sport, Toprope",5.13a/b,2,west virginia>the new river gorge>new river gorge proper>endless wall>B) Party Buttress,,,,,,,
C-section,"Rock, Toprope",5.1,2,west virginia>bozoo>09. White Wall,,,,,,,
Embraceable You,"Rock, Toprope",5.1,1.5,west virginia>bozoo>09. White Wall,,,,,,,
High Carbon,"Rock, Toprope",5.1,2,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Easter Island,"Rock, Toprope",5.11,1,west virginia>bozoo>06. Bond Wall,,,,,,,
Necrophelia,"Rock, Toprope",5.11,2.5,west virginia>bozoo>07. Necro Wall,,,,,,,
Bozooka,"Rock, Toprope",5.11,2,west virginia>bozoo>09. White Wall,,,,,,,
Firecracker,"Rock, Toprope",5.11,2,west virginia>bozoo>10. Savory Area,,,,,,,
Ginger Sling,"Rock, Toprope",5.11,3,west virginia>bozoo>10. Savory Area,,,,,,,
Mr. Burns,"Rock, Toprope",5.12,1,west virginia>bozoo>02. Simpson Wall,,,,,,,
Set The Controls For The Heart Of The Sun,"Rock, Toprope",5.12,1,west virginia>bozoo>02. Simpson Wall,,,,,,,
Side Show Bob,"Rock, Toprope",5.12,3,west virginia>bozoo>02. Simpson Wall,,,,,,,
Allegro,"Rock, Toprope",5.12,3,west virginia>bozoo>03. Double-Tier Wall,,,,,,,
Unnamed 5.12,"Rock, Toprope",5.12,1,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
Swiss Cheese,"Rock, Toprope",5.4,2,west virginia>Bear Haven,,,,,,,
Kern's Corner,"Rock, Toprope",5.4,1,west virginia>coopers rock state forest>roadside>sunset wall area>Big Blocks,,,,,,,
